LAT,LON,YEAR,MO,DY,PRECTOTCORR
19.5,72.5,2025,8,2,3.03
19.5,73.125,2025,8,2,4.79
19.5,73.75,2025,8,2,3.11
19.5,74.375,2025,8,2,0.74
20,71.875,2025,8,2,1.17
20,72.5,2025,8,2,2.42
20,73.125,2025,8,2,3.19
20,73.75,2025,8,2,2.31
20,74.375,2025,8,2,0.5
18.5,71.875,2025,8,3,0.85
18.5,72.5,2025,8,3,2.21
18.5,73.125,2025,8,3,5.32
18.5,73.75,2025,8,3,3.97
18.5,74.375,2025,8,3,0.86
19,71.875,2025,8,3,0.93
19,72.5,2025,8,3,2.14
19,73.125,2025,8,3,4.35
19,73.75,2025,8,3,2.68
19,74.375,2025,8,3,0.53
19.5,71.875,2025,8,3,0.86
19.5,72.5,2025,8,3,2.34
19.5,73.125,2025,8,3,3.28
19.5,73.75,2025,8,3,2.46
19.5,74.375,2025,8,3,0.51
20,71.875,2025,8,3,0.55
20,72.5,2025,8,3,2.15
20,73.125,2025,8,3,2.9
20,73.75,2025,8,3,2.46
20,74.375,2025,8,3,0.51
18.5,71.875,2025,8,4,1.25
18.5,72.5,2025,8,4,1.51
18.5,73.125,2025,8,4,2.65
18.5,73.75,2025,8,4,1.61
18.5,74.375,2025,8,4,0.35
19,71.875,2025,8,4,1.28
19,72.5,2025,8,4,1.5
19,73.125,2025,8,4,1.83
19,73.75,2025,8,4,0.97
19,74.375,2025,8,4,0.17
19.5,71.875,2025,8,4,1.23
19.5,72.5,2025,8,4,1.84
19.5,73.125,2025,8,4,1.6
19.5,73.75,2025,8,4,1.16
19.5,74.375,2025,8,4,0.19
20,71.875,2025,8,4,0.87
20,72.5,2025,8,4,1.78
20,73.125,2025,8,4,1.8
20,73.75,2025,8,4,1.42
20,74.375,2025,8,4,0.22
18.5,71.875,2025,8,5,2.02
18.5,72.5,2025,8,5,2.65
18.5,73.125,2025,8,5,3.93
18.5,73.75,2025,8,5,3.32
18.5,74.375,2025,8,5,2.25
19,71.875,2025,8,5,2.11
19,72.5,2025,8,5,2.68
19,73.125,2025,8,5,3.74
19,73.75,2025,8,5,2.33
19,74.375,2025,8,5,0.96
19.5,71.875,2025,8,5,2.14
19.5,72.5,2025,8,5,2.71
19.5,73.125,2025,8,5,3.16
19.5,73.75,2025,8,5,2.3
19.5,74.375,2025,8,5,1.01
20,71.875,2025,8,5,1.64
20,72.5,2025,8,5,2.31
20,73.125,2025,8,5,2.46
20,73.75,2025,8,5,2.15
20,74.375,2025,8,5,0.96
18.5,71.875,2025,8,6,1.31
18.5,72.5,2025,8,6,2.74
18.5,73.125,2025,8,6,3.28
18.5,73.75,2025,8,6,2.82
18.5,74.375,2025,8,6,2.96
19,71.875,2025,8,6,1.1
19,72.5,2025,8,6,3.44
19,73.125,2025,8,6,4.55
19,73.75,2025,8,6,3.63
19,74.375,2025,8,6,1.92
19.5,71.875,2025,8,6,1.05
19.5,72.5,2025,8,6,3.09
19.5,73.125,2025,8,6,5.81
19.5,73.75,2025,8,6,3.63
19.5,74.375,2025,8,6,1.5
20,71.875,2025,8,6,0.69
20,72.5,2025,8,6,1.72
20,73.125,2025,8,6,4.38
20,73.75,2025,8,6,2.28
20,74.375,2025,8,6,1.12
18.5,71.875,2025,8,7,0.52
18.5,72.5,2025,8,7,1.78
18.5,73.125,2025,8,7,2.77
18.5,73.75,2025,8,7,2.48
18.5,74.375,2025,8,7,1.72
19,71.875,2025,8,7,0.45
19,72.5,2025,8,7,2.59
19,73.125,2025,8,7,4.13
19,73.75,2025,8,7,3.45
19,74.375,2025,8,7,1.55
19.5,71.875,2025,8,7,0.42
19.5,72.5,2025,8,7,2.43
19.5,73.125,2025,8,7,4.93
19.5,73.75,2025,8,7,3.42
19.5,74.375,2025,8,7,1.06
20,71.875,2025,8,7,0.27
20,72.5,2025,8,7,1.37
20,73.125,2025,8,7,3.72
20,73.75,2025,8,7,2.13
20,74.375,2025,8,7,0.48
18.5,71.875,2025,8,8,1.21
18.5,72.5,2025,8,8,1.72
18.5,73.125,2025,8,8,2.49
18.5,73.75,2025,8,8,5.9
18.5,74.375,2025,8,8,9.03
19,71.875,2025,8,8,1.1
19,72.5,2025,8,8,2.52
19,73.125,2025,8,8,3.4
19,73.75,2025,8,8,5.97
19,74.375,2025,8,8,7.73
19.5,71.875,2025,8,8,0.99
19.5,72.5,2025,8,8,3.18
19.5,73.125,2025,8,8,4.45
19.5,73.75,2025,8,8,5.71
19.5,74.375,2025,8,8,5.54
20,71.875,2025,8,8,0.58
20,72.5,2025,8,8,2.35
20,73.125,2025,8,8,4.51
20,73.75,2025,8,8,3.97
20,74.375,2025,8,8,2.93
18.5,71.875,2025,8,9,1.45
18.5,72.5,2025,8,9,4.44
18.5,73.125,2025,8,9,7.24
18.5,73.75,2025,8,9,7.14
18.5,74.375,2025,8,9,4.41
19,71.875,2025,8,9,1.21
19,72.5,2025,8,9,5.34
19,73.125,2025,8,9,9.14
19,73.75,2025,8,9,8.34
19,74.375,2025,8,9,5.09
19.5,71.875,2025,8,9,1.05
19.5,72.5,2025,8,9,6.3
19.5,73.125,2025,8,9,9.13
19.5,73.75,2025,8,9,9.33
19.5,74.375,2025,8,9,5.32
20,71.875,2025,8,9,0.9
20,72.5,2025,8,9,6.8
20,73.125,2025,8,9,9.9
20,73.75,2025,8,9,9.42
20,74.375,2025,8,9,4.63
18.5,71.875,2025,8,10,3.67
18.5,72.5,2025,8,10,7.24
18.5,73.125,2025,8,10,8.68
18.5,73.75,2025,8,10,7.22
18.5,74.375,2025,8,10,5.39
19,71.875,2025,8,10,3.61
19,72.5,2025,8,10,9.12
19,73.125,2025,8,10,11.53
19,73.75,2025,8,10,9.96
19,74.375,2025,8,10,7.03
19.5,71.875,2025,8,10,3.48
19.5,72.5,2025,8,10,14.7
19.5,73.125,2025,8,10,14.22
19.5,73.75,2025,8,10,15.39
19.5,74.375,2025,8,10,7.86
20,71.875,2025,8,10,2.66
20,72.5,2025,8,10,19.82
20,73.125,2025,8,10,21.46
20,73.75,2025,8,10,21.45
20,74.375,2025,8,10,7.13
18.5,71.875,2025,8,11,1.93
18.5,72.5,2025,8,11,7.8
18.5,73.125,2025,8,11,11.56
18.5,73.75,2025,8,11,8.19
18.5,74.375,2025,8,11,2.48
19,71.875,2025,8,11,2.02
19,72.5,2025,8,11,8.27
19,73.125,2025,8,11,13.59
19,73.75,2025,8,11,8.79
19,74.375,2025,8,11,2.17
19.5,71.875,2025,8,11,2.22
19.5,72.5,2025,8,11,8.4
19.5,73.125,2025,8,11,12.83
19.5,73.75,2025,8,11,8.45
19.5,74.375,2025,8,11,1.68
20,71.875,2025,8,11,2.19
20,72.5,2025,8,11,8.11
20,73.125,2025,8,11,10.55
20,73.75,2025,8,11,7.26
20,74.375,2025,8,11,1.11
18.5,71.875,2025,8,12,3.86
18.5,72.5,2025,8,12,6.2
18.5,73.125,2025,8,12,7.42
18.5,73.75,2025,8,12,4.56
18.5,74.375,2025,8,12,2.35
19,71.875,2025,8,12,3.43
19,72.5,2025,8,12,5.34
19,73.125,2025,8,12,5.51
19,73.75,2025,8,12,4.23
19,74.375,2025,8,12,3.04
19.5,71.875,2025,8,12,2.8
19.5,72.5,2025,8,12,5.04
19.5,73.125,2025,8,12,5.07
19.5,73.75,2025,8,12,4.56
19.5,74.375,2025,8,12,2.98
20,71.875,2025,8,12,1.78
20,72.5,2025,8,12,3.66
20,73.125,2025,8,12,4.76
20,73.75,2025,8,12,3.75
20,74.375,2025,8,12,1.88
18.5,71.875,2025,8,13,7.81
18.5,72.5,2025,8,13,20.03
18.5,73.125,2025,8,13,27.32
18.5,73.75,2025,8,13,13.99
18.5,74.375,2025,8,13,3.35
19,71.875,2025,8,13,8.95
19,72.5,2025,8,13,21.77
19,73.125,2025,8,13,26.15
19,73.75,2025,8,13,13.39
19,74.375,2025,8,13,3.42
19.5,71.875,2025,8,13,7.98
19.5,72.5,2025,8,13,21.14
19.5,73.125,2025,8,13,23.59
19.5,73.75,2025,8,13,12.83
19.5,74.375,2025,8,13,3.41
20,71.875,2025,8,13,4.95
20,72.5,2025,8,13,15.64
20,73.125,2025,8,13,17.82
20,73.75,2025,8,13,10.78
20,74.375,2025,8,13,3.03
18.5,71.875,2025,8,14,5.39
18.5,72.5,2025,8,14,15.94
18.5,73.125,2025,8,14,28.9
18.5,73.75,2025,8,14,15.12
18.5,74.375,2025,8,14,4.67
19,71.875,2025,8,14,5.34
19,72.5,2025,8,14,12.56
19,73.125,2025,8,14,20.51
19,73.75,2025,8,14,9.57
19,74.375,2025,8,14,4.75
19.5,71.875,2025,8,14,4.84
19.5,72.5,2025,8,14,10.12
19.5,73.125,2025,8,14,12.88
19.5,73.75,2025,8,14,6.29
19.5,74.375,2025,8,14,4.42
20,71.875,2025,8,14,3.25
20,72.5,2025,8,14,7.59
20,73.125,2025,8,14,7.68
20,73.75,2025,8,14,4.48
20,74.375,2025,8,14,3.21
18.5,71.875,2025,8,15,6.73
18.5,72.5,2025,8,15,27.81
18.5,73.125,2025,8,15,45.55
18.5,73.75,2025,8,15,35.45
18.5,74.375,2025,8,15,11.29
19,71.875,2025,8,15,7.24
19,72.5,2025,8,15,29.77
19,73.125,2025,8,15,53.06
19,73.75,2025,8,15,35.59
19,74.375,2025,8,15,13.86
19.5,71.875,2025,8,15,7.36
19.5,72.5,2025,8,15,24
19.5,73.125,2025,8,15,47.76
19.5,73.75,2025,8,15,29.88
19.5,74.375,2025,8,15,13.78
20,71.875,2025,8,15,5.37
20,72.5,2025,8,15,14.99
20,73.125,2025,8,15,29.7
20,73.75,2025,8,15,19.24
20,74.375,2025,8,15,9.42
18.5,71.875,2025,8,16,19.02
18.5,72.5,2025,8,16,47.58
18.5,73.125,2025,8,16,66.03
18.5,73.75,2025,8,16,42.9
18.5,74.375,2025,8,16,10.76
19,71.875,2025,8,16,21.46
19,72.5,2025,8,16,54.67
19,73.125,2025,8,16,69.3
19,73.75,2025,8,16,43.22
19,74.375,2025,8,16,12.16
19.5,71.875,2025,8,16,18.46
19.5,72.5,2025,8,16,47.98
19.5,73.125,2025,8,16,64.81
19.5,73.75,2025,8,16,39.29
19.5,74.375,2025,8,16,14.39
20,71.875,2025,8,16,12.47
20,72.5,2025,8,16,29.42
20,73.125,2025,8,16,43.81
20,73.75,2025,8,16,28.28
20,74.375,2025,8,16,16.8
18.5,71.875,2025,8,17,27.94
18.5,72.5,2025,8,17,53.79
18.5,73.125,2025,8,17,72.26
18.5,73.75,2025,8,17,38.57
18.5,74.375,2025,8,17,8.1
19,71.875,2025,8,17,28.54
19,72.5,2025,8,17,46.99
19,73.125,2025,8,17,60.78
19,73.75,2025,8,17,29.54
19,74.375,2025,8,17,7.57
19.5,71.875,2025,8,17,21.18
19.5,72.5,2025,8,17,32.75
19.5,73.125,2025,8,17,41.04
19.5,73.75,2025,8,17,20.19
19.5,74.375,2025,8,17,7.78
20,71.875,2025,8,17,11.85
20,72.5,2025,8,17,17.84
20,73.125,2025,8,17,21.23
20,73.75,2025,8,17,11.95
20,74.375,2025,8,17,6.7
18.5,71.875,2025,8,18,16.93
18.5,72.5,2025,8,18,53.65
18.5,73.125,2025,8,18,83.78
18.5,73.75,2025,8,18,68.26
18.5,74.375,2025,8,18,21.13
19,71.875,2025,8,18,19.2
19,72.5,2025,8,18,61.36
19,73.125,2025,8,18,96.42
19,73.75,2025,8,18,69.64
19,74.375,2025,8,18,18.93
19.5,71.875,2025,8,18,21.3
19.5,72.5,2025,8,18,57.43
19.5,73.125,2025,8,18,94.02
19.5,73.75,2025,8,18,58.82
19.5,74.375,2025,8,18,14.33
20,71.875,2025,8,18,17.18
20,72.5,2025,8,18,40.39
20,73.125,2025,8,18,64.69
20,73.75,2025,8,18,36.21
20,74.375,2025,8,18,8.07
18.5,71.875,2025,8,19,25.41
18.5,72.5,2025,8,19,73.46
18.5,73.125,2025,8,19,100.02
18.5,73.75,2025,8,19,102.06
18.5,74.375,2025,8,19,32.74
19,71.875,2025,8,19,31.05
19,72.5,2025,8,19,89.32
19,73.125,2025,8,19,142.85
19,73.75,2025,8,19,113.66
19,74.375,2025,8,19,32.73
19.5,71.875,2025,8,19,32.97
19.5,72.5,2025,8,19,79.75
19.5,73.125,2025,8,19,143.86
19.5,73.75,2025,8,19,101.28
19.5,74.375,2025,8,19,28.81
20,71.875,2025,8,19,34.06
20,72.5,2025,8,19,56.65
20,73.125,2025,8,19,102.72
20,73.75,2025,8,19,68.52
20,74.375,2025,8,19,20.15
18.5,71.875,2025,8,20,7.82
18.5,72.5,2025,8,20,32.51
18.5,73.125,2025,8,20,47.54
18.5,73.75,2025,8,20,52.99
18.5,74.375,2025,8,20,16.76
19,71.875,2025,8,20,9.55
19,72.5,2025,8,20,44.14
19,73.125,2025,8,20,69.09
19,73.75,2025,8,20,62.78
19,74.375,2025,8,20,19.14
19.5,71.875,2025,8,20,12.21
19.5,72.5,2025,8,20,49.63
19.5,73.125,2025,8,20,80.53
19.5,73.75,2025,8,20,70.59
19.5,74.375,2025,8,20,22.76
20,71.875,2025,8,20,17.49
20,72.5,2025,8,20,47.84
20,73.125,2025,8,20,77.31
20,73.75,2025,8,20,65.71
20,74.375,2025,8,20,21.81
18.5,71.875,2025,8,21,0.82
18.5,72.5,2025,8,21,4.44
18.5,73.125,2025,8,21,7.49
18.5,73.75,2025,8,21,7.93
18.5,74.375,2025,8,21,2.35
19,71.875,2025,8,21,1.39
19,72.5,2025,8,21,7.44
19,73.125,2025,8,21,10.82
19,73.75,2025,8,21,10.49
19,74.375,2025,8,21,3.23
19.5,71.875,2025,8,21,2.37
19.5,72.5,2025,8,21,12.1
19.5,73.125,2025,8,21,15.26
19.5,73.75,2025,8,21,15.76
19.5,74.375,2025,8,21,4.83
20,71.875,2025,8,21,3.65
20,72.5,2025,8,21,15.02
20,73.125,2025,8,21,20.08
20,73.75,2025,8,21,19.16
20,74.375,2025,8,21,6.25
18.5,71.875,2025,8,22,0.5
18.5,72.5,2025,8,22,3.51
18.5,73.125,2025,8,22,6.33
18.5,73.75,2025,8,22,6.66
18.5,74.375,2025,8,22,2.09
19,71.875,2025,8,22,0.77
19,72.5,2025,8,22,4.34
19,73.125,2025,8,22,8.08
19,73.75,2025,8,22,6.95
19,74.375,2025,8,22,2.17
19.5,71.875,2025,8,22,1.2
19.5,72.5,2025,8,22,6.04
19.5,73.125,2025,8,22,8.76
19.5,73.75,2025,8,22,8.09
19.5,74.375,2025,8,22,2.38
20,71.875,2025,8,22,1.7
20,72.5,2025,8,22,8.53
20,73.125,2025,8,22,10.04
20,73.75,2025,8,22,9.98
20,74.375,2025,8,22,2.79
18.5,71.875,2025,8,23,0.57
18.5,72.5,2025,8,23,3.76
18.5,73.125,2025,8,23,7.16
18.5,73.75,2025,8,23,7.57
18.5,74.375,2025,8,23,2.81
19,71.875,2025,8,23,1.02
19,72.5,2025,8,23,4.99
19,73.125,2025,8,23,9.05
19,73.75,2025,8,23,7.67
19,74.375,2025,8,23,2.6
19.5,71.875,2025,8,23,1.54
19.5,72.5,2025,8,23,6.68
19.5,73.125,2025,8,23,9.56
19.5,73.75,2025,8,23,8.45
19.5,74.375,2025,8,23,2.63
20,71.875,2025,8,23,2.18
20,72.5,2025,8,23,9.61
20,73.125,2025,8,23,10.81
20,73.75,2025,8,23,10.53
20,74.375,2025,8,23,3.16
18.5,71.875,2025,8,24,0.62
18.5,72.5,2025,8,24,4.37
18.5,73.125,2025,8,24,7.6
18.5,73.75,2025,8,24,7.9
18.5,74.375,2025,8,24,2.4
19,71.875,2025,8,24,1.53
19,72.5,2025,8,24,6.52
19,73.125,2025,8,24,11.13
19,73.75,2025,8,24,8.69
19,74.375,2025,8,24,2.14
19.5,71.875,2025,8,24,2.14
19.5,72.5,2025,8,24,7.77
19.5,73.125,2025,8,24,12.2
19.5,73.75,2025,8,24,8.87
19.5,74.375,2025,8,24,2.13
20,71.875,2025,8,24,2.12
20,72.5,2025,8,24,9.51
20,73.125,2025,8,24,10.9
20,73.75,2025,8,24,9.97
20,74.375,2025,8,24,2.88
18.5,71.875,2025,8,25,2.56
18.5,72.5,2025,8,25,12.23
18.5,73.125,2025,8,25,19.46
18.5,73.75,2025,8,25,18.87
18.5,74.375,2025,8,25,5.03
19,71.875,2025,8,25,3.38
19,72.5,2025,8,25,15.28
19,73.125,2025,8,25,26.8
19,73.75,2025,8,25,20.41
19,74.375,2025,8,25,5.22
19.5,71.875,2025,8,25,3.42
19.5,72.5,2025,8,25,14.9
19.5,73.125,2025,8,25,26.54
19.5,73.75,2025,8,25,20.06
19.5,74.375,2025,8,25,5.78
20,71.875,2025,8,25,2.82
20,72.5,2025,8,25,12.23
20,73.125,2025,8,25,20.73
20,73.75,2025,8,25,16.91
20,74.375,2025,8,25,6.05
18.5,71.875,2025,8,26,2.13
18.5,72.5,2025,8,26,8.46
18.5,73.125,2025,8,26,14.07
18.5,73.75,2025,8,26,12.64
18.5,74.375,2025,8,26,3.46
19,71.875,2025,8,26,2.42
19,72.5,2025,8,26,9.86
19,73.125,2025,8,26,16.08
19,73.75,2025,8,26,12.94
19,74.375,2025,8,26,3.57
19.5,71.875,2025,8,26,2.41
19.5,72.5,2025,8,26,9.45
19.5,73.125,2025,8,26,16.29
19.5,73.75,2025,8,26,13.27
19.5,74.375,2025,8,26,4.29
20,71.875,2025,8,26,2.03
20,72.5,2025,8,26,6.98
20,73.125,2025,8,26,13.07
20,73.75,2025,8,26,10.93
20,74.375,2025,8,26,4.18
18.5,71.875,2025,8,27,6.97
18.5,72.5,2025,8,27,18.24
18.5,73.125,2025,8,27,23.59
18.5,73.75,2025,8,27,17.65
18.5,74.375,2025,8,27,6.17
19,71.875,2025,8,27,5.46
19,72.5,2025,8,27,15.37
19,73.125,2025,8,27,19.75
19,73.75,2025,8,27,14.91
19,74.375,2025,8,27,6.29
19.5,71.875,2025,8,27,4.08
19.5,72.5,2025,8,27,11.23
19.5,73.125,2025,8,27,16.71
19.5,73.75,2025,8,27,13.38
19.5,74.375,2025,8,27,6.49
20,71.875,2025,8,27,2.95
20,72.5,2025,8,27,7.39
20,73.125,2025,8,27,11.18
20,73.75,2025,8,27,9.88
20,74.375,2025,8,27,5.11
18.5,71.875,2025,8,28,8.32
18.5,72.5,2025,8,28,13.09
18.5,73.125,2025,8,28,15.11
18.5,73.75,2025,8,28,13.36
18.5,74.375,2025,8,28,9.93
19,71.875,2025,8,28,8.44
19,72.5,2025,8,28,13.99
19,73.125,2025,8,28,15.99
19,73.75,2025,8,28,14.36
19,74.375,2025,8,28,11.75
19.5,71.875,2025,8,28,7.88
19.5,72.5,2025,8,28,11.94
19.5,73.125,2025,8,28,14.07
19.5,73.75,2025,8,28,11.73
19.5,74.375,2025,8,28,9.43
20,71.875,2025,8,28,6.52
20,72.5,2025,8,28,8.47
20,73.125,2025,8,28,9.18
20,73.75,2025,8,28,7.02
20,74.375,2025,8,28,5.15
18.5,71.875,2025,8,29,4.29
18.5,72.5,2025,8,29,14.42
18.5,73.125,2025,8,29,18.5
18.5,73.75,2025,8,29,17.78
18.5,74.375,2025,8,29,8.36
19,71.875,2025,8,29,4.24
19,72.5,2025,8,29,19.96
19,73.125,2025,8,29,28.51
19,73.75,2025,8,29,22.88
19,74.375,2025,8,29,8.75
19.5,71.875,2025,8,29,4.47
19.5,72.5,2025,8,29,19.98
19.5,73.125,2025,8,29,34.76
19.5,73.75,2025,8,29,23.03
19.5,74.375,2025,8,29,8.62
20,71.875,2025,8,29,4.25
20,72.5,2025,8,29,14.32
20,73.125,2025,8,29,28.5
20,73.75,2025,8,29,16.06
20,74.375,2025,8,29,6.75
18.5,71.875,2025,8,30,2.09
18.5,72.5,2025,8,30,6.05
18.5,73.125,2025,8,30,11.55
18.5,73.75,2025,8,30,8.16
18.5,74.375,2025,8,30,4.48
19,71.875,2025,8,30,0.98
19,72.5,2025,8,30,3.17
19,73.125,2025,8,30,7.57
19,73.75,2025,8,30,5.57
19,74.375,2025,8,30,4.78
19.5,71.875,2025,8,30,0.68
19.5,72.5,2025,8,30,2.37
19.5,73.125,2025,8,30,4.16
19.5,73.75,2025,8,30,4.36
19.5,74.375,2025,8,30,4.35
20,71.875,2025,8,30,0.98
20,72.5,2025,8,30,2.76
20,73.125,2025,8,30,3.8
20,73.75,2025,8,30,3.93
20,74.375,2025,8,30,3.05
18.5,71.875,2025,8,31,2.72
18.5,72.5,2025,8,31,7.47
18.5,73.125,2025,8,31,11.87
18.5,73.75,2025,8,31,10.62
18.5,74.375,2025,8,31,3.36
19,71.875,2025,8,31,2.62
19,72.5,2025,8,31,8.03
19,73.125,2025,8,31,12.1
19,73.75,2025,8,31,9.15
19,74.375,2025,8,31,2.83
19.5,71.875,2025,8,31,2.16
19.5,72.5,2025,8,31,7.33
19.5,73.125,2025,8,31,10.69
19.5,73.75,2025,8,31,8.28
19.5,74.375,2025,8,31,2.64
20,71.875,2025,8,31,1.65
20,72.5,2025,8,31,5.67
20,73.125,2025,8,31,8.68
20,73.75,2025,8,31,6.79
20,74.375,2025,8,31,2.36
18.5,71.875,2025,9,1,10.36
18.5,72.5,2025,9,1,15.27
18.5,73.125,2025,9,1,18.12
18.5,73.75,2025,9,1,11.74
18.5,74.375,2025,9,1,2.99
19,71.875,2025,9,1,8.01
19,72.5,2025,9,1,12.79
19,73.125,2025,9,1,15.63
19,73.75,2025,9,1,9.33
19,74.375,2025,9,1,2.3
19.5,71.875,2025,9,1,5.97
19.5,72.5,2025,9,1,9.79
19.5,73.125,2025,9,1,12.69
19.5,73.75,2025,9,1,7.44
19.5,74.375,2025,9,1,2.02
20,71.875,2025,9,1,4.69
20,72.5,2025,9,1,7.2
20,73.125,2025,9,1,8.6
20,73.75,2025,9,1,5.42
20,74.375,2025,9,1,1.61
18.5,71.875,2025,9,2,3.02
18.5,72.5,2025,9,2,6.24
18.5,73.125,2025,9,2,10.09
18.5,73.75,2025,9,2,8.31
18.5,74.375,2025,9,2,2.83
19,71.875,2025,9,2,2.96
19,72.5,2025,9,2,6.07
19,73.125,2025,9,2,8.79
19,73.75,2025,9,2,6.1
19,74.375,2025,9,2,1.97
19.5,71.875,2025,9,2,2.63
19.5,72.5,2025,9,2,4.82
19.5,73.125,2025,9,2,7.24
19.5,73.75,2025,9,2,4.69
19.5,74.375,2025,9,2,1.79
20,71.875,2025,9,2,2.18
20,72.5,2025,9,2,3.22
20,73.125,2025,9,2,4.59
20,73.75,2025,9,2,3.02
20,74.375,2025,9,2,1.47
18.5,71.875,2025,9,3,2.54
18.5,72.5,2025,9,3,4.95
18.5,73.125,2025,9,3,8.27
18.5,73.75,2025,9,3,7.05
18.5,74.375,2025,9,3,2.73
19,71.875,2025,9,3,2.49
19,72.5,2025,9,3,5.15
19,73.125,2025,9,3,8.17
19,73.75,2025,9,3,6.22
19,74.375,2025,9,3,2.48
19.5,71.875,2025,9,3,2.58
19.5,72.5,2025,9,3,4.59
19.5,73.125,2025,9,3,7.4
19.5,73.75,2025,9,3,5.8
19.5,74.375,2025,9,3,2.8
20,71.875,2025,9,3,2.88
20,72.5,2025,9,3,3.98
20,73.125,2025,9,3,5.5
20,73.75,2025,9,3,5.02
20,74.375,2025,9,3,3.15
18.5,71.875,2025,9,4,3.25
18.5,72.5,2025,9,4,5.85
18.5,73.125,2025,9,4,6.69
18.5,73.75,2025,9,4,5.78
18.5,74.375,2025,9,4,1.85
19,71.875,2025,9,4,2.89
19,72.5,2025,9,4,6.37
19,73.125,2025,9,4,6.64
19,73.75,2025,9,4,6.05
19,74.375,2025,9,4,1.75
19.5,71.875,2025,9,4,4.83
19.5,72.5,2025,9,4,8.01
19.5,73.125,2025,9,4,10.91
19.5,73.75,2025,9,4,8.05
19.5,74.375,2025,9,4,2.13
20,71.875,2025,9,4,13.46
20,72.5,2025,9,4,13.46
20,73.125,2025,9,4,17.98
20,73.75,2025,9,4,9.72
20,74.375,2025,9,4,3.19
18.5,71.875,2025,9,5,6.8
18.5,72.5,2025,9,5,19.35
18.5,73.125,2025,9,5,24.65
18.5,73.75,2025,9,5,19.42
18.5,74.375,2025,9,5,4.84
19,71.875,2025,9,5,9.68
19,72.5,2025,9,5,21.17
19,73.125,2025,9,5,35.41
19,73.75,2025,9,5,22.4
19,74.375,2025,9,5,6.91
19.5,71.875,2025,9,5,18.93
19.5,72.5,2025,9,5,28.53
19.5,73.125,2025,9,5,38.06
19.5,73.75,2025,9,5,24.58
19.5,74.375,2025,9,5,9.49
20,71.875,2025,9,5,36.23
20,72.5,2025,9,5,38.93
20,73.125,2025,9,5,39.16
20,73.75,2025,9,5,27.66
20,74.375,2025,9,5,12.16
18.5,71.875,2025,9,6,6.87
18.5,72.5,2025,9,6,16.08
18.5,73.125,2025,9,6,16.96
18.5,73.75,2025,9,6,14.42
18.5,74.375,2025,9,6,3.05
19,71.875,2025,9,6,13.42
19,72.5,2025,9,6,32.01
19,73.125,2025,9,6,36.34
19,73.75,2025,9,6,28.42
19,74.375,2025,9,6,6.36
19.5,71.875,2025,9,6,19.63
19.5,72.5,2025,9,6,47.61
19.5,73.125,2025,9,6,57.61
19.5,73.75,2025,9,6,41.32
19.5,74.375,2025,9,6,10.36
20,71.875,2025,9,6,19.51
20,72.5,2025,9,6,46.3
20,73.125,2025,9,6,59.62
20,73.75,2025,9,6,41.45
20,74.375,2025,9,6,12
18.5,71.875,2025,9,7,6.1
18.5,72.5,2025,9,7,11.2
18.5,73.125,2025,9,7,15.37
18.5,73.75,2025,9,7,11.83
18.5,74.375,2025,9,7,3.26
19,71.875,2025,9,7,7.56
19,72.5,2025,9,7,14.7
19,73.125,2025,9,7,19.23
19,73.75,2025,9,7,14.36
19,74.375,2025,9,7,3.67
19.5,71.875,2025,9,7,9.13
19.5,72.5,2025,9,7,19.43
19.5,73.125,2025,9,7,23.21
19.5,73.75,2025,9,7,17.33
19.5,74.375,2025,9,7,3.99
20,71.875,2025,9,7,7.92
20,72.5,2025,9,7,18.55
20,73.125,2025,9,7,23.65
20,73.75,2025,9,7,16.7
20,74.375,2025,9,7,3.78
18.5,71.875,2025,9,8,1.55
18.5,72.5,2025,9,8,1.83
18.5,73.125,2025,9,8,2.55
18.5,73.75,2025,9,8,2.27
18.5,74.375,2025,9,8,0.7
19,71.875,2025,9,8,1.26
19,72.5,2025,9,8,1.79
19,73.125,2025,9,8,2.1
19,73.75,2025,9,8,1.53
19,74.375,2025,9,8,0.44
19.5,71.875,2025,9,8,0.82
19.5,72.5,2025,9,8,1.48
19.5,73.125,2025,9,8,1.62
19.5,73.75,2025,9,8,1.23
19.5,74.375,2025,9,8,0.31
20,71.875,2025,9,8,0.55
20,72.5,2025,9,8,0.95
20,73.125,2025,9,8,1.35
20,73.75,2025,9,8,0.89
20,74.375,2025,9,8,0.21
18.5,71.875,2025,9,9,0.59
18.5,72.5,2025,9,9,0.18
18.5,73.125,2025,9,9,0.12
18.5,73.75,2025,9,9,0.12
18.5,74.375,2025,9,9,0.23
19,71.875,2025,9,9,0.6
19,72.5,2025,9,9,0.18
19,73.125,2025,9,9,0.12
19,73.75,2025,9,9,0.06
19,74.375,2025,9,9,0.05
19.5,71.875,2025,9,9,0.69
19.5,72.5,2025,9,9,0.18
19.5,73.125,2025,9,9,0.11
19.5,73.75,2025,9,9,0.03
19.5,74.375,2025,9,9,0.01
20,71.875,2025,9,9,0.59
20,72.5,2025,9,9,0.15
20,73.125,2025,9,9,0.07
20,73.75,2025,9,9,0.01
20,74.375,2025,9,9,0
18.5,71.875,2025,9,10,0.3
18.5,72.5,2025,9,10,0.1
18.5,73.125,2025,9,10,0.1
18.5,73.75,2025,9,10,0.4
18.5,74.375,2025,9,10,1.87
19,71.875,2025,9,10,0.3
19,72.5,2025,9,10,0.14
